,InterestingEventTime,EventDescription,currentThreadID,BotNumber
4500,2022-04-29 00:02:20.661400, Initialize : Cmd 1007302 : Response,21,2449
4501,2022-04-29 00:02:20.951400, Dynamic Status,21,2449
4502,2022-04-29 00:02:22.701600, Dynamic Status,21,2449
4503,2022-04-29 00:02:24.711800, Dynamic Status,21,2449
4504,2022-04-29 00:02:26.712000, Dynamic Status,21,2449
4505,2022-04-29 00:02:28.712200, Dynamic Status,21,2449
4506,2022-04-29 00:02:30.737400, Dynamic Status,21,2449
4507,2022-04-29 00:02:32.742600, Dynamic Status,21,2449
4508,2022-04-29 00:02:34.751800, Dynamic Status,21,2449
4509,2022-04-29 00:02:36.762000, Dynamic Status,21,2449
4510,2022-04-29 00:02:38.762200, Dynamic Status,21,2449
4511,2022-04-29 00:02:40.761400, Dynamic Status,21,2449
4512,2022-04-29 00:02:42.781600, Dynamic Status,21,2449
4513,2022-04-29 00:02:44.792800, Dynamic Status,21,2449
4514,2022-04-29 00:02:46.813000, Dynamic Status,21,2449
4515,2022-04-29 00:02:48.812200, Dynamic Status,21,2449
4516,2022-04-29 00:02:50.812400, Dynamic Status,21,2449
4517,2022-04-29 00:02:52.813600, Dynamic Status,21,2449
4518,2022-04-29 00:02:54.833800, Dynamic Status,21,2449
4519,2022-04-29 00:02:56.842000, Dynamic Status,21,2449
4520,2022-04-29 00:02:58.863200, Dynamic Status,21,2449
4521,2022-04-29 00:03:00.873400, Dynamic Status,21,2449
4522,2022-04-29 00:03:02.872600, Dynamic Status,21,2449
4523,2022-04-29 00:03:04.873800, Dynamic Status,21,2449
4524,2022-04-29 00:03:06.883000, Dynamic Status,21,2449
4525,2022-04-29 00:03:08.904200, Dynamic Status,21,2449
4526,2022-04-29 00:03:10.898400, Dynamic Status,21,2449
4527,2022-04-29 00:03:12.913600, Dynamic Status,21,2449
4528,2022-04-29 00:03:14.913800, Dynamic Status,21,2449
4529,2022-04-29 00:03:16.934000, Dynamic Status,21,2449
4530,2022-04-29 00:03:18.934200, Dynamic Status,21,2449
4531,2022-04-29 00:03:20.964400, Dynamic Status,21,2449
4532,2022-04-29 00:03:22.964600, Dynamic Status,21,2449
4533,2022-04-29 00:03:24.973800, Dynamic Status,21,2449
4534,2022-04-29 00:03:26.984000, Dynamic Status,21,2449
4535,2022-04-29 00:03:28.994200, Dynamic Status,21,2449
4536,2022-04-29 00:03:31.004400, Dynamic Status,21,2449
4537,2022-04-29 00:03:32.999600, Dynamic Status,21,2449
4538,2022-04-29 00:03:35.034800, Dynamic Status,21,2449
4539,2022-04-29 00:03:37.015000, Dynamic Status,21,2449
4540,2022-04-29 00:03:39.045200, Dynamic Status,21,2449
4541,2022-04-29 00:03:41.054400, Dynamic Status,21,2449
4542,2022-04-29 00:03:43.055600, Dynamic Status,21,2449
4543,2022-04-29 00:03:45.074800, Dynamic Status,21,2449
4544,2022-04-29 00:03:47.075000, Dynamic Status,21,2449
4545,2022-04-29 00:03:49.085200, Dynamic Status,21,2449
4546,2022-04-29 00:03:51.095400, Dynamic Status,21,2449
4547,2022-04-29 00:03:53.105600, Dynamic Status,21,2449
4548,2022-04-29 00:03:55.115800, Dynamic Status,21,2449
4549,2022-04-29 00:03:57.096000, Dynamic Status,21,2449
4550,2022-04-29 00:03:59.116200, Dynamic Status,21,2449
4551,2022-04-29 00:04:01.136400, Dynamic Status,21,2449
4552,2022-04-29 00:04:03.145600, Dynamic Status,21,2449
4553,2022-04-29 00:04:05.155800, Dynamic Status,21,2449
4554,2022-04-29 00:04:07.166000, Dynamic Status,21,2449
4555,2022-04-29 00:04:09.176200, Dynamic Status,21,2449
4556,2022-04-29 00:04:11.186400, Dynamic Status,21,2449
4557,2022-04-29 00:04:13.186600, Dynamic Status,21,2449
4558,2022-04-29 00:04:15.205800, Dynamic Status,21,2449
4559,2022-04-29 00:04:17.207000, Dynamic Status,21,2449
4560,2022-04-29 00:04:19.208200, Dynamic Status,21,2449
4561,2022-04-29 00:04:21.250400, Dynamic Status,21,2449
4562,2022-04-29 00:04:23.237600, Dynamic Status,21,2449
4563,2022-04-29 00:04:25.237800, Dynamic Status,21,2449
4564,2022-04-29 00:04:27.257000, Dynamic Status,21,2449
4565,2022-04-29 00:04:29.257200, Dynamic Status,21,2449
4566,2022-04-29 00:04:31.287400, Dynamic Status,21,2449
4567,2022-04-29 00:04:33.287600, Dynamic Status,21,2449
4568,2022-04-29 00:04:35.286800, Dynamic Status,21,2449
4569,2022-04-29 00:04:37.308000, Dynamic Status,21,2449
4570,2022-04-29 00:04:39.307200, Dynamic Status,21,2449
4571,2022-04-29 00:04:41.327400, Dynamic Status,21,2449
4572,2022-04-29 00:04:43.327600, Dynamic Status,21,2449
4573,2022-04-29 00:04:45.348800, Dynamic Status,21,2449
4574,2022-04-29 00:04:47.348000, Dynamic Status,21,2449
4575,2022-04-29 00:04:49.368200, Dynamic Status,21,2449
4576,2022-04-29 00:04:51.398400, Dynamic Status,21,2449
4577,2022-04-29 00:04:53.378600, Dynamic Status,21,2449
4578,2022-04-29 00:04:55.398800, Dynamic Status,21,2449
4579,2022-04-29 00:04:57.409000, Dynamic Status,21,2449
4580,2022-04-29 00:04:59.419200, Dynamic Status,21,2449
4581,2022-04-29 00:05:01.438400, Dynamic Status,21,2449
4582,2022-04-29 00:05:03.438600, Dynamic Status,21,2449
4583,2022-04-29 00:05:05.438800, Dynamic Status,21,2449
4584,2022-04-29 00:05:07.459000, Dynamic Status,21,2449
4585,2022-04-29 00:05:09.469200, Dynamic Status,21,2449
4586,2022-04-29 00:05:11.459400, Dynamic Status,21,2449
4587,2022-04-29 00:05:13.470600, Dynamic Status,21,2449
4588,2022-04-29 00:05:15.479800, Dynamic Status,21,2449
4589,2022-04-29 00:05:17.491000, Dynamic Status,21,2449
4590,2022-04-29 00:05:19.500200, Dynamic Status,21,2449
4591,2022-04-29 00:05:21.509500, Dynamic Status,21,2449
4592,2022-04-29 00:05:23.530700, Dynamic Status,21,2449
4593,2022-04-29 00:05:25.519900, Dynamic Status,21,2449
4594,2022-04-29 00:05:27.530100, Dynamic Status,21,2449
4595,2022-04-29 00:05:29.550300, Dynamic Status,21,2449
4596,2022-04-29 00:05:31.560500, Dynamic Status,21,2449
4597,2022-04-29 00:05:33.569700, Dynamic Status,21,2449
4598,2022-04-29 00:05:35.570900, Dynamic Status,21,2449
4599,2022-04-29 00:05:37.591100, Dynamic Status,21,2449
4600,2022-04-29 00:05:39.601300, Dynamic Status,21,2449
4601,2022-04-29 00:05:41.601500, Dynamic Status,21,2449
4602,2022-04-29 00:05:43.631700, Dynamic Status,21,2449
4603,2022-04-29 00:05:45.631900, Dynamic Status,21,2449
4604,2022-04-29 00:05:47.641100, Dynamic Status,21,2449
4605,2022-04-29 00:05:49.641300, Dynamic Status,21,2449
4606,2022-04-29 00:05:51.651500, Dynamic Status,21,2449
4607,2022-04-29 00:05:53.671700, Dynamic Status,21,2449
4608,2022-04-29 00:05:55.681900, Dynamic Status,21,2449
4609,2022-04-29 00:05:57.683100, Dynamic Status,21,2449
4610,2022-04-29 00:05:59.691300, Dynamic Status,21,2449
4611,2022-04-29 00:06:01.692500, Dynamic Status,21,2449
4612,2022-04-29 00:06:03.701700, Dynamic Status,21,2449
4613,2022-04-29 00:06:05.711900, Dynamic Status,21,2449
4614,2022-04-29 00:06:07.722100, Dynamic Status,21,2449
4615,2022-04-29 00:06:09.731300, Dynamic Status,21,2449
4616,2022-04-29 00:06:11.752500, Dynamic Status,21,2449
4617,2022-04-29 00:06:13.741700, Dynamic Status,21,2449
4618,2022-04-29 00:06:15.762900, Dynamic Status,21,2449
4619,2022-04-29 00:06:17.772100, Dynamic Status,21,2449
4620,2022-04-29 00:06:19.783300, Dynamic Status,21,2449
4621,2022-04-29 00:06:21.792500, Dynamic Status,21,2449
4622,2022-04-29 00:06:23.787700, Dynamic Status,21,2449
4623,2022-04-29 00:06:25.812900, Dynamic Status,21,2449
4624,2022-04-29 00:06:27.812100, Dynamic Status,21,2449
4625,2022-04-29 00:06:29.823300, Dynamic Status,21,2449
4626,2022-04-29 00:06:31.832500, Dynamic Status,21,2449
4627,2022-04-29 00:06:33.832700, Dynamic Status,21,2449
4628,2022-04-29 00:06:35.862900, Dynamic Status,21,2449
4629,2022-04-29 00:06:37.863100, Dynamic Status,21,2449
4630,2022-04-29 00:06:39.863300, Dynamic Status,21,2449
4631,2022-04-29 00:06:41.884500, Dynamic Status,21,2449
4632,2022-04-29 00:06:43.893700, Dynamic Status,21,2449
4633,2022-04-29 00:06:45.894900, Dynamic Status,21,2449
4634,2022-04-29 00:06:47.904100, Dynamic Status,21,2449
4635,2022-04-29 00:06:49.914300, Dynamic Status,21,2449
4636,2022-04-29 00:06:51.924500, Dynamic Status,21,2449
4637,2022-04-29 00:06:53.934700, Dynamic Status,21,2449
4638,2022-04-29 00:06:55.944900, Dynamic Status,21,2449
4639,2022-04-29 00:06:57.954100, Dynamic Status,21,2449
4640,2022-04-29 00:06:59.974300, Dynamic Status,21,2449
4641,2022-04-29 00:07:01.974500, Dynamic Status,21,2449
4642,2022-04-29 00:07:03.975700, Dynamic Status,21,2449
4643,2022-04-29 00:07:05.994900, Dynamic Status,21,2449
4644,2022-04-29 00:07:08.015100, Dynamic Status,21,2449
4645,2022-04-29 00:07:10.015300, Dynamic Status,21,2449
4646,2022-04-29 00:07:12.025500, Dynamic Status,21,2449
4647,2022-04-29 00:07:14.025700, Dynamic Status,21,2449
4648,2022-04-29 00:07:16.045900, Dynamic Status,21,2449
4649,2022-04-29 00:07:18.045100, Dynamic Status,21,2449
4650,2022-04-29 00:07:20.066300, Dynamic Status,21,2449
4651,2022-04-29 00:07:22.076500, Dynamic Status,21,2449
4652,2022-04-29 00:07:24.076700, Dynamic Status,21,2449
4653,2022-04-29 00:07:26.085900, Dynamic Status,21,2449
4654,2022-04-29 00:07:28.096100, Dynamic Status,21,2449
4655,2022-04-29 00:07:30.106300, Dynamic Status,21,2449
4656,2022-04-29 00:07:32.106500, Dynamic Status,21,2449
4657,2022-04-29 00:07:34.125700, Dynamic Status,21,2449
4658,2022-04-29 00:07:36.135900, Dynamic Status,21,2449
4659,2022-04-29 00:07:38.146100, Dynamic Status,21,2449
4660,2022-04-29 00:07:40.156300, Dynamic Status,21,2449
4661,2022-04-29 00:07:42.166500, Dynamic Status,21,2449
4662,2022-04-29 00:07:44.176700, Dynamic Status,21,2449
4663,2022-04-29 00:07:46.186900, Dynamic Status,21,2449
4664,2022-04-29 00:07:48.187100, Dynamic Status,21,2449
4665,2022-04-29 00:07:50.187300, Dynamic Status,21,2449
4666,2022-04-29 00:07:52.207500, Dynamic Status,21,2449
4667,2022-04-29 00:07:54.217700, Dynamic Status,21,2449
4668,2022-04-29 00:07:56.226900, Dynamic Status,21,2449
4669,2022-04-29 00:07:58.227100, Dynamic Status,21,2449
4670,2022-04-29 00:08:00.237300, Dynamic Status,21,2449
4671,2022-04-29 00:08:02.257500, Dynamic Status,21,2449
4672,2022-04-29 00:08:04.257700, Dynamic Status,21,2449
4673,2022-04-29 00:08:06.267900, Dynamic Status,21,2449
4674,2022-04-29 00:08:08.277100, Dynamic Status,21,2449
4675,2022-04-29 00:08:10.288300, Dynamic Status,21,2449
4676,2022-04-29 00:08:12.297500, Dynamic Status,21,2449
4677,2022-04-29 00:08:14.307700, Dynamic Status,21,2449
4678,2022-04-29 00:08:16.307900, Dynamic Status,21,2449
4679,2022-04-29 00:08:18.328100, Dynamic Status,21,2449
4680,2022-04-29 00:08:20.328300, Dynamic Status,21,2449
4681,2022-04-29 00:08:22.348500, Dynamic Status,21,2449
4682,2022-04-29 00:08:24.368700, Dynamic Status,21,2449
4683,2022-04-29 00:08:26.368900, Dynamic Status,21,2449
4684,2022-04-29 00:08:28.388100, Dynamic Status,21,2449
4685,2022-04-29 00:08:30.388300, Dynamic Status,21,2449
4686,2022-04-29 00:08:32.388500, Dynamic Status,21,2449
4687,2022-04-29 00:08:34.408700, Dynamic Status,21,2449
4688,2022-04-29 00:08:36.408900, Dynamic Status,21,2449
4689,2022-04-29 00:08:38.429100, Dynamic Status,21,2449
4690,2022-04-29 00:08:40.429300, Dynamic Status,21,2449
4691,2022-04-29 00:08:42.439500, Dynamic Status,21,2449
4692,2022-04-29 00:08:44.443700, Dynamic Status,21,2449
4693,2022-04-29 00:08:46.458900, Dynamic Status,21,2449
4694,2022-04-29 00:08:48.469100, Dynamic Status,21,2449
4695,2022-04-29 00:08:50.489300, Dynamic Status,21,2449
4696,2022-04-29 00:08:52.489500, Dynamic Status,21,2449
4697,2022-04-29 00:08:54.499700, Dynamic Status,21,2449
4698,2022-04-29 00:08:56.509900, Dynamic Status,21,2449
4699,2022-04-29 00:08:58.520100, Dynamic Status,21,2449
4700,2022-04-29 00:09:00.530400, Dynamic Status,21,2449
4701,2022-04-29 00:09:02.539600, Dynamic Status,21,2449
4702,2022-04-29 00:09:04.540800, Dynamic Status,21,2449
4703,2022-04-29 00:09:06.550000, Dynamic Status,21,2449
4704,2022-04-29 00:09:08.550200, Dynamic Status,21,2449
4705,2022-04-29 00:09:10.570400, Dynamic Status,21,2449
4706,2022-04-29 00:09:12.570600, Dynamic Status,21,2449
4707,2022-04-29 00:09:14.580800, Dynamic Status,21,2449
4708,2022-04-29 00:09:16.596000, Dynamic Status,21,2449
4709,2022-04-29 00:09:18.601200, Dynamic Status,21,2449
4710,2022-04-29 00:09:20.621400, Dynamic Status,21,2449
4711,2022-04-29 00:09:22.621600, Dynamic Status,21,2449
4712,2022-04-29 00:09:24.621800, Dynamic Status,21,2449
4713,2022-04-29 00:09:26.642000, Dynamic Status,21,2449
4714,2022-04-29 00:09:28.652200, Dynamic Status,21,2449
4715,2022-04-29 00:09:30.657400, Dynamic Status,21,2449
4716,2022-04-29 00:09:32.662600, Dynamic Status,21,2449
4717,2022-04-29 00:09:34.681800, Dynamic Status,21,2449
4718,2022-04-29 00:09:36.702000, Dynamic Status,21,2449
4719,2022-04-29 00:09:38.702200, Dynamic Status,21,2449
4720,2022-04-29 00:09:40.702400, Dynamic Status,21,2449
4721,2022-04-29 00:09:42.733600, Dynamic Status,21,2449
4722,2022-04-29 00:09:44.722800, Dynamic Status,21,2449
4723,2022-04-29 00:09:46.732000, Dynamic Status,21,2449
4724,2022-04-29 00:09:48.742200, Dynamic Status,21,2449
4725,2022-04-29 00:09:50.742400, Dynamic Status,21,2449
4726,2022-04-29 00:09:52.762600, Dynamic Status,21,2449
4727,2022-04-29 00:09:54.762800, Dynamic Status,21,2449
4728,2022-04-29 00:09:56.773000, Dynamic Status,21,2449
4729,2022-04-29 00:09:58.793200, Dynamic Status,21,2449
4730,2022-04-29 00:10:00.793400, Dynamic Status,21,2449
4731,2022-04-29 00:10:02.803600, Dynamic Status,21,2449
4732,2022-04-29 00:10:04.812800, Dynamic Status,21,2449
4733,2022-04-29 00:10:06.823000, Dynamic Status,21,2449
4734,2022-04-29 00:10:08.833200, Dynamic Status,21,2449
4735,2022-04-29 00:10:10.873400, Dynamic Status,21,2449
4736,2022-04-29 00:10:12.843600, Dynamic Status,21,2449
4737,2022-04-29 00:10:14.853800, Dynamic Status,21,2449
4738,2022-04-29 00:10:16.864000, Dynamic Status,21,2449
4739,2022-04-29 00:10:18.874200, Dynamic Status,21,2449
4740,2022-04-29 00:10:20.873400, Dynamic Status,21,2449
4741,2022-04-29 00:10:22.903600, Dynamic Status,21,2449
4742,2022-04-29 00:10:24.903800, Dynamic Status,21,2449
4743,2022-04-29 00:10:26.926000, Dynamic Status,21,2449
4744,2022-04-29 00:10:29.055200, Dynamic Status,21,2449
4745,2022-04-29 00:10:31.048400, Dynamic Status,21,2449
4746,2022-04-29 00:10:32.944600, Dynamic Status,21,2449
4747,2022-04-29 00:10:34.953800, Dynamic Status,21,2449
4748,2022-04-29 00:10:36.975000, Dynamic Status,21,2449
4749,2022-04-29 00:10:38.974200, Dynamic Status,21,2449
4750,2022-04-29 00:10:40.974400, Dynamic Status,21,2449
4751,2022-04-29 00:10:42.994600, Dynamic Status,21,2449
4752,2022-04-29 00:10:44.994800, Dynamic Status,21,2449
4753,2022-04-29 00:10:46.995000, Dynamic Status,21,2449
4754,2022-04-29 00:10:49.005200, Dynamic Status,21,2449
4755,2022-04-29 00:10:51.010400, Dynamic Status,21,2449
4756,2022-04-29 00:10:53.024600, Dynamic Status,21,2449
4757,2022-04-29 00:10:55.024800, Dynamic Status,21,2449
4758,2022-04-29 00:10:57.045000, Dynamic Status,21,2449
4759,2022-04-29 00:10:59.055200, Dynamic Status,21,2449
4760,2022-04-29 00:11:01.045400, Dynamic Status,21,2449
4761,2022-04-29 00:11:03.075600, Dynamic Status,21,2449
4762,2022-04-29 00:11:05.075800, Dynamic Status,21,2449
4763,2022-04-29 00:11:07.086000, Dynamic Status,21,2449
4764,2022-04-29 00:11:09.095200, Dynamic Status,21,2449
4765,2022-04-29 00:11:11.106400, Dynamic Status,21,2449
4766,2022-04-29 00:11:13.116600, Dynamic Status,21,2449
4767,2022-04-29 00:11:15.125800, Dynamic Status,21,2449
4768,2022-04-29 00:11:17.127000, Dynamic Status,21,2449
4769,2022-04-29 00:11:19.146200, Dynamic Status,21,2449
4770,2022-04-29 00:11:21.177400, Dynamic Status,21,2449
4771,2022-04-29 00:11:23.165600, Dynamic Status,21,2449
4772,2022-04-29 00:11:25.156800, Dynamic Status,21,2449
4773,2022-04-29 00:11:27.182000, Dynamic Status,21,2449
4774,2022-04-29 00:11:29.197200, Dynamic Status,21,2449
4775,2022-04-29 00:11:31.206400, Dynamic Status,21,2449
4776,2022-04-29 00:11:33.206600, Dynamic Status,21,2449
4777,2022-04-29 00:11:35.217800, Dynamic Status,21,2449
4778,2022-04-29 00:11:37.228000, Dynamic Status,21,2449
4779,2022-04-29 00:11:37.357000, Initialize : Cmd 1007303 : Response,21,2449
4780,2022-04-29 00:11:37.597100, Dynamic Status,21,2449
4781,2022-04-29 00:11:39.397200, Dynamic Status,21,2449
4782,2022-04-29 00:11:41.406400, Dynamic Status,21,2449
4783,2022-04-29 00:11:43.417600, Dynamic Status,21,2449
4784,2022-04-29 00:11:45.426800, Dynamic Status,21,2449
4785,2022-04-29 00:11:47.438000, Dynamic Status,21,2449
4786,2022-04-29 00:11:49.451200, Dynamic Status,21,2449
4787,2022-04-29 00:11:51.457400, Dynamic Status,21,2449
4788,2022-04-29 00:11:53.467600, Dynamic Status,21,2449
4789,2022-04-29 00:11:55.498800, Dynamic Status,21,2449
4790,2022-04-29 00:11:57.488000, Dynamic Status,21,2449
4791,2022-04-29 00:11:59.488200, Dynamic Status,21,2449
4792,2022-04-29 00:12:01.508400, Dynamic Status,21,2449
4793,2022-04-29 00:12:03.518600, Dynamic Status,21,2449
4794,2022-04-29 00:12:05.517800, Dynamic Status,21,2449
4795,2022-04-29 00:12:07.539000, Dynamic Status,21,2449
4796,2022-04-29 00:12:09.538200, Dynamic Status,21,2449
4797,2022-04-29 00:12:11.548500, Dynamic Status,21,2449
4798,2022-04-29 00:12:13.558700, Dynamic Status,21,2449
4799,2022-04-29 00:12:15.563900, Dynamic Status,21,2449
4800,2022-04-29 00:12:17.569100, Dynamic Status,21,2449
4801,2022-04-29 00:12:19.599300, Dynamic Status,21,2449
4802,2022-04-29 00:12:21.599500, Dynamic Status,21,2449
4803,2022-04-29 00:12:23.609700, Dynamic Status,21,2449
4804,2022-04-29 00:12:25.619900, Dynamic Status,21,2449
4805,2022-04-29 00:12:27.629100, Dynamic Status,21,2449
4806,2022-04-29 00:12:29.650300, Dynamic Status,21,2449
4807,2022-04-29 00:12:31.649500, Dynamic Status,21,2449
4808,2022-04-29 00:12:33.660700, Dynamic Status,21,2449
4809,2022-04-29 00:12:35.660900, Dynamic Status,21,2449
4810,2022-04-29 00:12:37.670100, Dynamic Status,21,2449
4811,2022-04-29 00:12:39.690300, Dynamic Status,21,2449
4812,2022-04-29 00:12:41.700500, Dynamic Status,21,2449
4813,2022-04-29 00:12:43.700700, Dynamic Status,21,2449
4814,2022-04-29 00:12:45.719900, Dynamic Status,21,2449
4815,2022-04-29 00:12:47.720100, Dynamic Status,21,2449
4816,2022-04-29 00:12:49.731300, Dynamic Status,21,2449
4817,2022-04-29 00:12:51.740500, Dynamic Status,21,2449
4818,2022-04-29 00:12:53.751700, Dynamic Status,21,2449
4819,2022-04-29 00:12:55.755900, Dynamic Status,21,2449
4820,2022-04-29 00:12:57.761100, Dynamic Status,21,2449
4821,2022-04-29 00:12:59.781300, Dynamic Status,21,2449
4822,2022-04-29 00:13:01.791500, Dynamic Status,21,2449
4823,2022-04-29 00:13:03.790700, Dynamic Status,21,2449
4824,2022-04-29 00:13:05.790900, Dynamic Status,21,2449
4825,2022-04-29 00:13:07.806100, Dynamic Status,21,2449
4826,2022-04-29 00:13:09.821300, Dynamic Status,21,2449
4827,2022-04-29 00:13:11.831500, Dynamic Status,21,2449
4828,2022-04-29 00:13:13.841700, Dynamic Status,21,2449
4829,2022-04-29 00:13:15.851900, Dynamic Status,21,2449
4830,2022-04-29 00:13:17.862100, Dynamic Status,21,2449
4831,2022-04-29 00:13:19.872300, Dynamic Status,21,2449
4832,2022-04-29 00:13:21.862500, Dynamic Status,21,2449
4833,2022-04-29 00:13:23.892700, Dynamic Status,21,2449
4834,2022-04-29 00:13:25.912900, Dynamic Status,21,2449
4835,2022-04-29 00:13:27.903100, Dynamic Status,21,2449
4836,2022-04-29 00:13:29.912300, Dynamic Status,21,2449
4837,2022-04-29 00:13:31.932500, Dynamic Status,21,2449
4838,2022-04-29 00:13:33.942700, Dynamic Status,21,2449
4839,2022-04-29 00:13:35.942900, Dynamic Status,21,2449
4840,2022-04-29 00:13:37.953100, Dynamic Status,21,2449
4841,2022-04-29 00:13:39.962300, Dynamic Status,21,2449
4842,2022-04-29 00:13:41.963500, Dynamic Status,21,2449
4843,2022-04-29 00:13:43.982700, Dynamic Status,21,2449
4844,2022-04-29 00:13:45.992900, Dynamic Status,21,2449
4845,2022-04-29 00:13:47.993100, Dynamic Status,21,2449
4846,2022-04-29 00:13:50.013300, Dynamic Status,21,2449
4847,2022-04-29 00:13:52.013500, Dynamic Status,21,2449
4848,2022-04-29 00:13:54.043700, Dynamic Status,21,2449
4849,2022-04-29 00:13:56.043900, Dynamic Status,21,2449
4850,2022-04-29 00:13:58.054100, Dynamic Status,21,2449
4851,2022-04-29 00:14:00.064300, Dynamic Status,21,2449
4852,2022-04-29 00:14:02.073500, Dynamic Status,21,2449
4853,2022-04-29 00:14:04.079700, Dynamic Status,21,2449
4854,2022-04-29 00:14:06.094900, Dynamic Status,21,2449
4855,2022-04-29 00:14:08.094100, Dynamic Status,21,2449
4856,2022-04-29 00:14:10.105300, Dynamic Status,21,2449
4857,2022-04-29 00:14:12.114500, Dynamic Status,21,2449
4858,2022-04-29 00:14:14.114700, Dynamic Status,21,2449
4859,2022-04-29 00:14:16.144900, Dynamic Status,21,2449
4860,2022-04-29 00:14:18.145100, Dynamic Status,21,2449
4861,2022-04-29 00:14:20.155300, Dynamic Status,21,2449
4862,2022-04-29 00:14:22.165500, Dynamic Status,21,2449
4863,2022-04-29 00:14:24.174700, Dynamic Status,21,2449
4864,2022-04-29 00:14:26.185900, Dynamic Status,21,2449
